Date,Exercise,Reps,Weight(kg),Duration(s),Distance(m),Incline,Resistance,isWarmup,Note,multiplier
2025-07-05 17:09:23 +0000,Leg Extension, 6,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-05 17:09:23 +0000,Leg Extension, 6,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-05 17:09:23 +0000,Leg Extension, 6,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-05 17:09:23 +0000,Glute Kickback Machine, 8,41.0,0.0,0.0,0.0,0.0,true,, 2.0
2025-07-05 17:09:23 +0000,Glute Kickback Machine, 6,55.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-07-05 17:09:23 +0000,Glute Kickback Machine, 6,65.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-07-05 17:09:23 +0000,Glute Kickback Machine, 6,73.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-07-05 17:09:23 +0000,Glute Kickback Machine, 7,73.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-07-05 17:09:23 +0000,Barbell Bench Press, 6,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-05 17:09:23 +0000,Barbell Bench Press, 6,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-05 17:09:23 +0000,Barbell Bench Press, 6,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-05 17:09:23 +0000,Barbell Bench Press, 6,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-05 17:09:23 +0000,Barbell Bench Press, 6,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-05 17:09:23 +0000,Machine Tricep Dip, 8,40.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-07-05 17:09:23 +0000,Machine Tricep Dip, 6,65.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-05 17:09:23 +0000,Machine Tricep Dip, 6,65.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-05 17:09:23 +0000,Machine Tricep Dip, 8,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-05 09:06:12 +0000,Cycling, 0,0.0,9248.0,58198.1015625,0.0,0.0,false,, 0.0
2025-07-04 15:57:57 +0000,Glute Kickback Machine, 12,59.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-07-04 15:57:57 +0000,Glute Kickback Machine, 12,59.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-07-04 15:57:57 +0000,Glute Kickback Machine, 12,59.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-07-04 15:57:57 +0000,Glute Kickback Machine, 12,59.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-07-04 15:57:57 +0000,Glute Kickback Machine, 12,59.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-07-04 15:57:57 +0000,Machine Hip Abductor, 14,68.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Machine Hip Abductor, 14,68.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Machine Hip Abductor, 14,68.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Machine Hip Abductor, 14,68.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Lat Pulldown, 8,41.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-07-04 15:57:57 +0000,Lat Pulldown, 5,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Lat Pulldown, 5,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Lat Pulldown, 5,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Lat Pulldown, 5,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Barbell Curl, 7,15.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Barbell Curl, 7,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Barbell Curl, 7,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Barbell Curl, 7,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Machine Rear Delt Fly, 8,25.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-07-04 15:57:57 +0000,Machine Rear Delt Fly, 5,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Machine Rear Delt Fly, 5,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Machine Rear Delt Fly, 5,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Machine Rear Delt Fly, 5,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Machine Shoulder Press, 8,23.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-07-04 15:57:57 +0000,Machine Shoulder Press, 5,36.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Machine Shoulder Press, 5,32.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Machine Shoulder Press, 5,32.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-04 15:57:57 +0000,Machine Shoulder Press, 5,32.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-07-02 14:42:50 +0000,Cycling, 0,0.0,4805.0,31092.69921875,0.0,0.0,false,, 0.0
2025-07-01 13:06:48 +0000,Cycling, 0,0.0,5276.0,29567.69921875,0.0,0.0,false,, 0.0
2025-06-30 16:42:06 +0000,Machine Leg Press, 8,64.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-30 16:42:06 +0000,Machine Leg Press, 4,91.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-30 16:42:06 +0000,Machine Leg Press, 16,100.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Machine Leg Press, 16,100.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Machine Leg Press, 16,100.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Machine Leg Press, 16,100.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Leg Extension, 8,41.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-30 16:42:06 +0000,Leg Extension, 6,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Leg Extension, 6,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Leg Extension, 6,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Leg Extension, 6,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Leg Extension, 6,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Machine Shoulder Press, 8,18.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-30 16:42:06 +0000,Machine Shoulder Press, 6,27.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Machine Shoulder Press, 6,32.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Machine Shoulder Press, 5,36.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Machine Shoulder Press, 5,36.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Barbell Bench Press, 10,20.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-30 16:42:06 +0000,Barbell Bench Press, 6,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Barbell Bench Press, 6,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Barbell Bench Press, 6,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Barbell Bench Press, 6,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Barbell Bench Press, 6,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Barbell Curl, 6,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Barbell Curl, 6,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Barbell Curl, 6,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Barbell Curl, 6,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-30 16:42:06 +0000,Barbell Curl, 6,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-29 16:43:26 +0000,Ab Crunch Machine, 12,27.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-29 16:43:26 +0000,Ab Crunch Machine, 12,27.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-29 16:43:26 +0000,Ab Crunch Machine, 12,27.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-29 16:43:26 +0000,Ab Crunch Machine, 12,27.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-29 16:43:26 +0000,Hammerstrength Incline Chest Press, 8,27.0,0.0,0.0,0.0,0.0,true,, 2.0
2025-06-29 16:43:26 +0000,Hammerstrength Incline Chest Press, 4,41.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-29 16:43:26 +0000,Hammerstrength Incline Chest Press, 4,41.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-29 16:43:26 +0000,Hammerstrength Incline Chest Press, 4,41.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-29 16:43:26 +0000,Hammerstrength Incline Chest Press, 4,41.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-29 16:43:26 +0000,Hammerstrength Incline Chest Press, 4,41.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-29 16:43:26 +0000,Machine Rear Delt Fly, 8,25.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-29 16:43:26 +0000,Machine Rear Delt Fly, 6,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-29 16:43:26 +0000,Machine Rear Delt Fly, 6,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-29 16:43:26 +0000,Machine Rear Delt Fly, 6,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-29 16:43:26 +0000,Barbell Curl, 5,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-29 16:43:26 +0000,Barbell Curl, 5,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-29 16:43:26 +0000,Barbell Curl, 5,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-29 16:43:26 +0000,Barbell Curl, 6,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-29 16:43:26 +0000,Barbell Curl, 6,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Barbell Curl, 8,17.5,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-28 07:41:56 +0000,Barbell Curl, 5,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Barbell Curl, 5,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Barbell Curl, 5,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Barbell Curl, 5,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Barbell Curl, 7,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Barbell Bench Press, 10,20.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-28 07:41:56 +0000,Barbell Bench Press, 5,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Barbell Bench Press, 5,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Barbell Bench Press, 5,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Barbell Bench Press, 5,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Barbell Bench Press, 5,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Barbell Bench Press, 7,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Lat Pulldown, 8,32.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-28 07:41:56 +0000,Lat Pulldown, 5,46.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Lat Pulldown, 5,55.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Lat Pulldown, 7,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Lat Pulldown, 7,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Hammerstrength Incline Chest Press, 8,27.0,0.0,0.0,0.0,0.0,true,, 2.0
2025-06-28 07:41:56 +0000,Hammerstrength Incline Chest Press, 5,41.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-28 07:41:56 +0000,Hammerstrength Incline Chest Press, 5,41.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-28 07:41:56 +0000,Hammerstrength Incline Chest Press, 4,41.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-28 07:41:56 +0000,Hammerstrength Incline Chest Press, 4,41.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-28 07:41:56 +0000,Machine Hip Abductor, 15,50.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Machine Hip Abductor, 15,59.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Machine Hip Abductor, 17,68.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Machine Hip Abductor, 17,68.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Machine Hip Adductor, 10,59.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Machine Hip Adductor, 10,59.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Machine Hip Adductor, 10,59.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Dumbbell Row, 5,18.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-28 07:41:56 +0000,Dumbbell Row, 5,18.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-28 07:41:56 +0000,Dumbbell Row, 5,18.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-28 07:41:56 +0000,Dumbbell Row, 5,18.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-28 07:41:56 +0000,Dumbbell Row, 10,18.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-28 07:41:56 +0000,Dumbbell Tricep Extension, 5,14.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Dumbbell Tricep Extension, 10,10.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Dumbbell Tricep Extension, 10,10.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Dumbbell Tricep Extension, 10,10.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Dumbbell Kickbacks, 14,5.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-28 07:41:56 +0000,Dumbbell Kickbacks, 14,5.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-28 07:41:56 +0000,Dumbbell Kickbacks, 14,5.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-28 07:41:56 +0000,Dumbbell Kickbacks, 14,5.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-28 07:41:56 +0000,Machine Fly, 8,35.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-28 07:41:56 +0000,Machine Fly, 12,60.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Machine Fly, 11,60.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Machine Fly, 7,60.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-28 07:41:56 +0000,Machine Leg Press, 10,73.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-28 07:41:56 +0000,Machine Leg Press, 12,73.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-28 07:41:56 +0000,Machine Leg Press, 15,73.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-27 17:38:46 +0000,Glute Kickback Machine, 8,64.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-27 17:38:46 +0000,Glute Kickback Machine, 8,64.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-27 17:38:46 +0000,Glute Kickback Machine, 8,64.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-27 17:38:46 +0000,Glute Kickback Machine, 8,64.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-27 17:38:46 +0000,Machine Leg Press, 8,82.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-27 17:38:46 +0000,Machine Leg Press, 4,109.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-27 17:38:46 +0000,Machine Leg Press, 5,127.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-27 17:38:46 +0000,Machine Leg Press, 5,127.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-27 17:38:46 +0000,Machine Leg Press, 5,127.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-27 17:38:46 +0000,Machine Leg Press, 5,127.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-27 17:38:46 +0000,Machine Leg Press, 5,127.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-27 17:38:46 +0000,Machine Leg Press, 5,127.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-27 17:38:46 +0000,Machine Rear Delt Fly, 8,25.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-27 17:38:46 +0000,Machine Rear Delt Fly, 5,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-27 17:38:46 +0000,Machine Rear Delt Fly, 5,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-27 17:38:46 +0000,Machine Rear Delt Fly, 5,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-27 17:38:46 +0000,Machine Rear Delt Fly, 5,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-27 17:38:46 +0000,Machine Rear Delt Fly, 5,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-27 17:38:46 +0000,Machine Rear Delt Fly, 5,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Barbell Curl, 8,17.5,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-23 16:24:34 +0000,Barbell Curl, 7,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Barbell Curl, 7,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Barbell Curl, 7,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Barbell Curl, 7,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Machine Shoulder Press, 8,18.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-23 16:24:34 +0000,Machine Shoulder Press, 5,32.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Machine Shoulder Press, 5,32.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Machine Shoulder Press, 5,32.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Machine Shoulder Press, 5,32.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Machine Row, 8,27.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-23 16:24:34 +0000,Machine Row, 10,46.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Machine Row, 10,46.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Machine Row, 10,46.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Machine Row, 10,46.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Machine Hip Adductor, 8,59.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Machine Hip Adductor, 8,59.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Machine Hip Adductor, 8,59.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Machine Hip Adductor, 8,59.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Machine Hip Abductor, 10,77.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Machine Hip Abductor, 10,77.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-23 16:24:34 +0000,Machine Hip Abductor, 10,77.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Machine Leg Press, 8,55.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-22 16:05:07 +0000,Machine Leg Press, 8,55.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-22 16:05:07 +0000,Machine Leg Press, 5,91.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Machine Leg Press, 5,110.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Machine Leg Press, 7,127.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Machine Leg Press, 9,127.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Machine Rear Delt Fly, 8,25.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-22 16:05:07 +0000,Machine Rear Delt Fly, 13,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Machine Rear Delt Fly, 13,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Machine Rear Delt Fly, 13,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Machine Rear Delt Fly, 11,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Machine Fly, 8,35.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-22 16:05:07 +0000,Machine Fly, 12,60.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Machine Fly, 12,60.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Machine Fly, 12,60.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Lat Pulldown, 8,41.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-22 16:05:07 +0000,Lat Pulldown, 5,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Lat Pulldown, 5,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Lat Pulldown, 5,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Lat Pulldown, 5,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Lat Pulldown, 5,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Ab Crunch Machine, 9,36.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Ab Crunch Machine, 10,36.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Ab Crunch Machine, 10,36.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Hammerstrength Incline Chest Press, 8,27.0,0.0,0.0,0.0,0.0,true,, 2.0
2025-06-22 16:05:07 +0000,Hammerstrength Incline Chest Press, 5,41.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-22 16:05:07 +0000,Hammerstrength Incline Chest Press, 3,41.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-22 16:05:07 +0000,Hammerstrength Incline Chest Press, 5,36.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-22 16:05:07 +0000,Hammerstrength Incline Chest Press, 5,36.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-22 16:05:07 +0000,Hammerstrength Incline Chest Press, 5,36.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-22 16:05:07 +0000,Machine Tricep Dip, 8,41.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-22 16:05:07 +0000,Machine Tricep Dip, 5,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Machine Tricep Dip, 5,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Machine Tricep Dip, 5,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Machine Tricep Dip, 5,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Machine Tricep Dip, 5,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Leg Extension, 8,36.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-22 16:05:07 +0000,Leg Extension, 5,50.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Leg Extension, 5,59.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Leg Extension, 7,68.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-22 16:05:07 +0000,Leg Extension, 7,68.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-20 15:18:40 +0000,Running, 0,0.0,5230.0,12133.099609375,0.0,0.0,false,, 0.0
2025-06-18 06:16:15 +0000,Leg Extension, 8,41.0,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-18 06:16:15 +0000,Leg Extension, 6,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-18 06:16:15 +0000,Leg Extension, 6,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-18 06:16:15 +0000,Leg Extension, 6,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-18 05:10:41 +0000,Barbell Curl, 8,17.5,0.0,0.0,0.0,0.0,true,, 1.0
2025-06-18 05:10:41 +0000,Barbell Curl, 8,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-18 05:10:41 +0000,Barbell Curl, 8,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-18 05:10:41 +0000,Barbell Curl, 7,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-18 05:10:41 +0000,Barbell Curl, 6,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2025-06-18 05:10:41 +0000,Dumbbell Kickbacks, 14,5.0,0.0,0.0,0.0,0.0,false,, 2.0
2025-06-18 05:10:41 +0000,Dumbbell Kickbacks, 14,5.0,0.0,0.0,0.0,0.0,false,, 2.0
